JobID           JobName     MaxRSS     ReqMem        NodeList 
------------ ---------- ---------- ---------- --------------- 
3359847      mem200_03+                31968G nid[001000,001+ 
3359847.bat+      batch                             nid001000 
3359847.ext+     extern                       nid[001000,001+ 
3359847.3517 alya_3D_l+    516860K            nid[001921-001+ 
3359847.3518 alya_3D_l+    500164K            nid[001253-001+ 
3359847.3519 alya_3D_l+    516224K            nid[001271,001+ 
3359847.3520 alya_3D_l+    516372K            nid[001253-001+ 
3359847.3521 alya_3D_l+    500080K            nid[001000,001+ 
3359847.3522 alya_3D_l+    500308K            nid[001122,001+ 
3359847.3523 alya_3D_l+    500220K            nid[001921-001+ 
3359847.3524 alya_3D_l+    500148K            nid[001420-001+ 
3359847.3525 alya_3D_l+    500392K            nid[001000,001+ 
3359847.3526 alya_3D_l+    500216K            nid[001000,001+ 
3359847.3527 alya_3D_l+    500164K            nid[001149,001+ 
3359847.3528 alya_3D_l+    500424K            nid[001194,001+ 
3359847.3529 alya_3D_l+    499944K            nid[001122,001+ 
3359847.3530 alya_3D_l+    500600K            nid[001420-001+ 
3359847.3531 alya_3D_l+    500372K            nid[001000,001+ 
3359847.3532 alya_3D_l+    500128K            nid[001000,001+ 
3359847.3533 alya_3D_l+    500368K            nid[001253-001+ 
3359847.3534 alya_3D_l+    500400K            nid[001921-001+ 
3359847.3535 alya_3D_l+    499916K            nid[001122,001+ 
3359847.3536 alya_3D_l+    500164K            nid[001420-001+ 
3359847.3537 alya_3D_l+    500544K            nid[001000,001+ 
3359847.3538 alya_3D_l+    500068K            nid[001000,001+ 
3359847.3539 alya_3D_l+    499976K            nid[001122,001+ 
3359847.3540 alya_3D_l+    500580K            nid[001149,001+ 
3359847.3541 alya_3D_l+    500204K            nid[001122,001+ 
3359847.3542 alya_3D_l+    500116K            nid[001420-001+ 
3359847.3543 alya_3D_l+    516080K            nid[001000,001+ 
3359847.3544 alya_3D_l+    500812K            nid[002630-002+ 
3359847.3545 alya_3D_l+    500504K            nid[001921-001+ 
3359847.3546 alya_3D_l+    500032K            nid[001122,001+ 
3359847.3547 alya_3D_l+    500488K            nid[001122,001+ 
3359847.3548 alya_3D_l+    515388K            nid[001000,001+ 
3359847.3549 alya_3D_l+    500812K            nid[001000,001+ 
3359847.3550 alya_3D_l+    516152K            nid[001921-001+ 
3359847.3551 alya_3D_l+    500096K            nid[002657,002+ 
3359847.3552 alya_3D_l+    516072K            nid[001122,001+ 
3359847.3553 alya_3D_l+    516256K            nid[001122,001+ 
3359847.3554 alya_3D_l+    500372K            nid[001000,001+ 
3359847.3555 alya_3D_l+    516256K            nid[001000,001+ 
3359847.3556 alya_3D_l+    508892K            nid[001921-001+ 
3359847.3557 alya_3D_l+    500208K            nid[001122,001+ 
3359847.3558 alya_3D_l+    515784K            nid[001122,001+ 
3359847.3559 alya_3D_l+    500184K            nid[001000,001+ 
3359847.3560 alya_3D_l+    515624K            nid[001030-001+ 
3359847.3561 alya_3D_l+    500680K            nid[001000,001+ 
3359847.3562 alya_3D_l+    500348K            nid[001122,001+ 
3359847.3563 alya_3D_l+    500044K            nid[001122,001+ 
3359847.3564 alya_3D_l+    500200K            nid[001420-001+ 
3359847.3565 alya_3D_l+    516128K            nid[001000,001+ 
3359847.3566 alya_3D_l+    501548K            nid[001000,001+ 
3359847.3567 alya_3D_l+    500144K            nid[001253-001+ 
3359847.3568 alya_3D_l+    500284K            nid[001122,001+ 
3359847.3569 alya_3D_l+    500080K            nid[001000,001+ 
3359847.3570 alya_3D_l+    500380K            nid[001431,001+ 
3359847.3571 alya_3D_l+    500260K            nid[001253-001+ 
3359847.3572 alya_3D_l+    499852K            nid[001253-001+ 
3359847.3573 alya_3D_l+    500304K            nid[001122,001+ 
3359847.3574 alya_3D_l+    499972K            nid[001000,001+ 
3359847.3575 alya_3D_l+    516312K            nid[001271,001+ 
3359847.3576 alya_3D_l+    500128K            nid[001122,001+ 
3359847.3577 alya_3D_l+    500092K            nid[001149,001+ 
3359847.3578 alya_3D_l+    516288K            nid[001122,001+ 
3359847.3579 alya_3D_l+    500064K            nid[001000,001+ 
3359847.3580 alya_3D_l+    500592K            nid[001000,001+ 
3359847.3581 alya_3D_l+    500084K            nid[001000,001+ 
3359847.3582 alya_3D_l+    516296K            nid[001122,001+ 
3359847.3583 alya_3D_l+    500508K            nid[001149,001+ 
3359847.3584 alya_3D_l+    500316K            nid[001122,001+ 
3359847.3585 alya_3D_l+    500296K            nid[001000,001+ 
3359847.3586 alya_3D_l+    502284K            nid[001030-001+ 
3359847.3587 alya_3D_l+    500132K            nid[001064,001+ 
3359847.3588 alya_3D_l+    500324K            nid[001106,001+ 
3359847.3589 alya_3D_l+    499900K            nid[001000,001+ 
3359847.3590 alya_3D_l+    500032K            nid[001030-001+ 
3359847.3591 alya_3D_l+    499980K            nid[001064,001+ 
3359847.3592 alya_3D_l+    500376K            nid[001000,001+ 
3359847.3593 alya_3D_l+    500308K            nid[001106,001+ 
3359847.3594 alya_3D_l+    499976K            nid[001030-001+ 
3359847.3595 alya_3D_l+    516116K            nid[001064,001+ 
3359847.3596 alya_3D_l+    500208K            nid[001000,001+ 
3359847.3597 alya_3D_l+    500420K            nid[001000,001+ 
3359847.3598 alya_3D_l+    500408K            nid[001000,001+ 
3359847.3599 alya_3D_l+    499924K            nid[001000,001+ 
3359847.3600 alya_3D_l+    501288K            nid[001000,001+ 
3359847.3601 alya_3D_l+    500328K            nid[001000,001+ 
3359847.3602 alya_3D_l+    500212K            nid[001149,001+ 
3359847.3603 alya_3D_l+    500260K            nid[001194,001+ 
3359847.3604 alya_3D_l+    499976K            nid[001122,001+ 
3359847.3605 alya_3D_l+    500552K            nid[002657,002+ 
3359847.3606 alya_3D_l+    499844K            nid[001253-001+ 
3359847.3607 alya_3D_l+    500176K            nid[001030-001+ 
3359847.3608 alya_3D_l+    500100K            nid[001000,001+ 
3359847.3609 alya_3D_l+    500080K            nid[001000,001+ 
3359847.3610 alya_3D_l+    500684K            nid[001921-001+ 
3359847.3611 alya_3D_l+    500120K            nid[001122,001+ 
3359847.3612 alya_3D_l+    500120K            nid[001253-001+ 
3359847.3613 alya_3D_l+    500160K            nid[001030-001+ 
3359847.3614 alya_3D_l+    500016K            nid[001064,001+ 
3359847.3615 alya_3D_l+    500440K            nid[001000,001+ 
3359847.3616 alya_3D_l+    500056K            nid[001420-001+ 
3359847.3617 alya_3D_l+    500500K            nid[001921-001+ 
3359847.3618 alya_3D_l+    500064K            nid[001253-001+ 
3359847.3619 alya_3D_l+    500164K            nid[002657,002+ 
3359847.3620 alya_3D_l+    515452K            nid[001122,001+ 
3359847.3621 alya_3D_l+    500284K            nid[001921-001+ 
3359847.3622 alya_3D_l+    499856K            nid[001000,001+ 
3359847.3623 alya_3D_l+    515452K            nid[001253-001+ 
3359847.3624 alya_3D_l+    500276K            nid[001420-001+ 
3359847.3625 alya_3D_l+    500004K            nid[002657,002+ 
3359847.3626 alya_3D_l+    499980K            nid[001000,001+ 
3359847.3627 alya_3D_l+    515904K            nid[001030-001+ 
3359847.3628 alya_3D_l+    499864K            nid[001000,001+ 
3359847.3629 alya_3D_l+    516268K            nid[002657,002+ 
3359847.3630 alya_3D_l+    516404K            nid[001253-001+ 
3359847.3631 alya_3D_l+    500300K            nid[001253-001+ 
3359847.3632 alya_3D_l+    500304K            nid[001921-001+ 
3359847.3633 alya_3D_l+    500348K            nid[001921-001+ 
3359847.3634 alya_3D_l+    499924K            nid[001000,001+ 
3359847.3635 alya_3D_l+    518896K            nid[001000,001+ 
3359847.3636 alya_3D_l+    500116K            nid[001253-001+ 
3359847.3637 alya_3D_l+    500128K            nid[001253-001+ 
3359847.3638 alya_3D_l+    500400K            nid[001921-001+ 
3359847.3639 alya_3D_l+    499940K            nid[001122,001+ 
3359847.3640 alya_3D_l+    500052K            nid[001000,001+ 
3359847.3641 alya_3D_l+    505356K            nid[001030-001+ 
3359847.3642 alya_3D_l+    501232K            nid[001000,001+ 
3359847.3643 alya_3D_l+    500424K            nid[001253-001+ 
3359847.3644 alya_3D_l+    500388K            nid[001253-001+ 
3359847.3645 alya_3D_l+    500248K            nid[001149,001+ 
3359847.3646 alya_3D_l+    500024K            nid[001122,001+ 
3359847.3647 alya_3D_l+    500084K            nid[001000,001+ 
3359847.3648 alya_3D_l+    502316K            nid[001000,001+ 
3359847.3649 alya_3D_l+    502220K            nid[001420-001+ 
3359847.3650 alya_3D_l+    500356K            nid[001122,001+ 
3359847.3651 alya_3D_l+    500612K            nid[001149,001+ 
3359847.3652 alya_3D_l+    500160K            nid[001122,001+ 
3359847.3653 alya_3D_l+    499828K            nid[001000,001+ 
3359847.3654 alya_3D_l+    500428K            nid[001000,001+ 
3359847.3655 alya_3D_l+    500164K            nid[001420-001+ 
3359847.3656 alya_3D_l+    500544K            nid[001122,001+ 
3359847.3657 alya_3D_l+    499768K            nid[001149,001+ 
3359847.3658 alya_3D_l+    488.50M            nid[001122,001+ 
3359847.3659 alya_3D_l+    500048K            nid[001000,001+ 
3359847.3660 alya_3D_l+    500204K            nid[001030-001+ 
3359847.3661 alya_3D_l+    500180K            nid[001000,001+ 
3359847.3662 alya_3D_l+    516056K            nid[002657,002+ 
3359847.3663 alya_3D_l+    500344K            nid[001122,001+ 
3359847.3664 alya_3D_l+    516112K            nid[001122,001+ 
3359847.3665 alya_3D_l+    500260K            nid[001431,001+ 
3359847.3666 alya_3D_l+    516060K            nid[001000,001+ 
3359847.3667 alya_3D_l+    505096K            nid[001000,001+ 
3359847.3668 alya_3D_l+    499784K            nid[002657,002+ 
3359847.3669 alya_3D_l+    500272K            nid[001253-001+ 
3359847.3670 alya_3D_l+    500464K            nid[001122,001+ 
3359847.3671 alya_3D_l+    499972K            nid[001000,001+ 
3359847.3672 alya_3D_l+    500556K            nid[001030-001+ 
3359847.3673 alya_3D_l+    500632K            nid[001064,001+ 
3359847.3674 alya_3D_l+    500264K            nid[001000,001+ 
3359847.3675 alya_3D_l+    499944K            nid[001921-001+ 
3359847.3676 alya_3D_l+    500296K            nid[001149,001+ 
3359847.3677 alya_3D_l+    500268K            nid[001122,001+ 
3359847.3678 alya_3D_l+    500388K            nid[001122,001+ 
3359847.3679 alya_3D_l+    500072K            nid[001000,001+ 
3359847.3680 alya_3D_l+    500368K            nid[001000,001+ 
3359847.3681 alya_3D_l+    500384K            nid[001921-001+ 
3359847.3682 alya_3D_l+    500548K            nid[001420-001+ 
3359847.3683 alya_3D_l+    500280K            nid[001921-001+ 
3359847.3684 alya_3D_l+    500220K            nid[001122,001+ 
3359847.3685 alya_3D_l+    500348K            nid[001000,001+ 
3359847.3686 alya_3D_l+    500408K            nid[001000,001+ 
3359847.3687 alya_3D_l+    500340K            nid[001253-001+ 
3359847.3688 alya_3D_l+    500260K            nid[001420-001+ 
3359847.3689 alya_3D_l+    500188K            nid[002657,002+ 
3359847.3690 alya_3D_l+    517776K            nid[001921-001+ 
3359847.3691 alya_3D_l+    500040K            nid[001000,001+ 
3359847.3692 alya_3D_l+    515932K            nid[001030-001+ 
3359847.3693 alya_3D_l+    515136K            nid[001000,001+ 
3359847.3694 alya_3D_l+    516232K            nid[001253-001+ 
3359847.3695 alya_3D_l+    516236K            nid[002657,002+ 
3359847.3696 alya_3D_l+    500412K            nid[001921-001+ 
3359847.3697 alya_3D_l+    516280K            nid[001122,001+ 
3359847.3698 alya_3D_l+    500820K            nid[001000,001+ 
3359847.3699 alya_3D_l+    518812K            nid[001000,001+ 
3359847.3700 alya_3D_l+    500264K            nid[001253-001+ 
3359847.3701 alya_3D_l+    500580K            nid[001420-001+ 
3359847.3702 alya_3D_l+    500308K            nid[001921-001+ 
3359847.3703 alya_3D_l+    500184K            nid[001122,001+ 
3359847.3704 alya_3D_l+    500340K            nid[001000,001+ 
3359847.3705 alya_3D_l+    516792K            nid[001030-001+ 
3359847.3706 alya_3D_l+    499768K            nid[001000,001+ 
3359847.3707 alya_3D_l+    500956K            nid[001420-001+ 
3359847.3708 alya_3D_l+    500308K            nid[001420-001+ 
3359847.3709 alya_3D_l+    500072K            nid[001122,001+ 
3359847.3710 alya_3D_l+    488.50M            nid[001253-001+ 
3359847.3711 alya_3D_l+    500188K            nid[001000,001+ 
3359847.3712 alya_3D_l+    499764K            nid[001000,001+ 
3359847.3713 alya_3D_l+    500612K            nid[001420-001+ 
3359847.3714 alya_3D_l+    500544K            nid[001122,001+ 
3359847.3715 alya_3D_l+    500348K            nid[001122,001+ 
3359847.3716 alya_3D_l+    500296K            nid[002657,002+ 
3359847.3717 alya_3D_l+    500172K            nid[001000,001+ 
3359847.3718 alya_3D_l+    500032K            nid[001030-001+ 
3359847.3719 alya_3D_l+    500064K            nid[001000,001+ 
3359847.3720 alya_3D_l+    500088K            nid[001122,001+ 
3359847.3721 alya_3D_l+    500184K            nid[001122,001+ 
3359847.3722 alya_3D_l+    516344K            nid[001921-001+ 
3359847.3723 alya_3D_l+    500296K            nid[001253-001+ 
3359847.3724 alya_3D_l+    500152K            nid[001420-001+ 
3359847.3725 alya_3D_l+    501456K            nid[001000,001+ 
3359847.3726 alya_3D_l+    500604K            nid[002657,002+ 
3359847.3727 alya_3D_l+    500204K            nid[001122,001+ 
3359847.3728 alya_3D_l+    500696K            nid[001921-001+ 
3359847.3729 alya_3D_l+    515864K            nid[001253-001+ 
3359847.3730 alya_3D_l+    516568K            nid[001420-001+ 
3359847.3731 alya_3D_l+    516264K            nid[001000,001+ 
3359847.3732 alya_3D_l+    500068K            nid[002657,002+ 
3359847.3733 alya_3D_l+    500144K            nid[001122,001+ 
3359847.3734 alya_3D_l+    500212K            nid[001921-001+ 
3359847.3735 alya_3D_l+    500556K            nid[001253-001+ 
3359847.3736 alya_3D_l+    500500K            nid[001253-001+ 
3359847.3737 alya_3D_l+    500196K            nid[001000,001+ 
3359847.3738 alya_3D_l+    500060K            nid[001122,001+ 
3359847.3739 alya_3D_l+    502376K            nid[002657,002+ 
3359847.3740 alya_3D_l+    516208K            nid[001921-001+ 
3359847.3741 alya_3D_l+    500116K            nid[001420-001+ 
3359847.3742 alya_3D_l+    500244K            nid[001253-001+ 
3359847.3743 alya_3D_l+    500448K            nid[001000,001+ 
3359847.3744 alya_3D_l+    499988K            nid[001122,001+ 
3359847.3745 alya_3D_l+    500124K            nid[001921-001+ 
3359847.3746 alya_3D_l+    500548K            nid[001921-001+ 
3359847.3747 alya_3D_l+    500120K            nid[001253-001+ 
3359847.3748 alya_3D_l+    500212K            nid[001253-001+ 
3359847.3749 alya_3D_l+    500040K            nid[001000,001+ 
3359847.3750 alya_3D_l+    500048K            nid[001122,001+ 
3359847.3751 alya_3D_l+    517316K            nid[001420-001+ 
3359847.3752 alya_3D_l+    500572K            nid[001431,001+ 
3359847.3753 alya_3D_l+    516124K            nid[001420-001+ 
3359847.3754 alya_3D_l+    500168K            nid[001253-001+ 
3359847.3755 alya_3D_l+    499656K            nid[001000,001+ 
3359847.3756 alya_3D_l+    500164K            nid[001122,001+ 
3359847.3757 alya_3D_l+    499916K            nid[001000,001+ 
3359847.3758 alya_3D_l+    502144K            nid[001000,001+ 
3359847.3759 alya_3D_l+    516284K            nid[001253-001+ 
3359847.3760 alya_3D_l+    516668K            nid[002630-002+ 
3359847.3761 alya_3D_l+    500308K            nid[001921-001+ 
3359847.3762 alya_3D_l+    515452K            nid[001122,001+ 
3359847.3763 alya_3D_l+    516592K            nid[001420-001+ 
3359847.3764 alya_3D_l+    516168K            nid[001000,001+ 
3359847.3765 alya_3D_l+    500160K            nid[001030-001+ 
3359847.3766 alya_3D_l+    516416K            nid[001000,001+ 
3359847.3767 alya_3D_l+    500120K            nid[001253-001+ 
3359847.3768 alya_3D_l+    500124K            nid[001921-001+ 
3359847.3769 alya_3D_l+    500568K            nid[001420-001+ 
3359847.3770 alya_3D_l+    500712K            nid[001122,001+ 
3359847.3771 alya_3D_l+    500296K            nid[001431,001+ 
3359847.3772 alya_3D_l+    500544K            nid[001420-001+ 
3359847.3773 alya_3D_l+    500048K            nid[001921-001+ 
3359847.3774 alya_3D_l+    500164K            nid[001000,001+ 
3359847.3775 alya_3D_l+    501020K            nid[001253-001+ 
3359847.3776 alya_3D_l+    500476K            nid[001122,001+ 
3359847.3777 alya_3D_l+    500128K            nid[002657,002+ 
3359847.3778 alya_3D_l+    500400K            nid[001420-001+ 
3359847.3779 alya_3D_l+    500084K            nid[001420-001+ 
3359847.3780 alya_3D_l+    502252K            nid[001000,001+ 
3359847.3781 alya_3D_l+    500380K            nid[001122,001+ 
3359847.3782 alya_3D_l+    500272K            nid[001122,001+ 
3359847.3783 alya_3D_l+    514188K            nid[001000,001+ 
3359847.3784 alya_3D_l+    499780K            nid[001000,001+ 
